n,delta_n,z
874,0.6255020347,546.6887783104
875,0.5566478417,487.0668614784
876,0.5029084221,440.5477777568
877,0.4898876315,429.6314528262
878,0.5238106413,459.9057430994
879,0.5885802171,517.3620108629
880,0.6534464058,575.0328370677
881,0.6876311597,605.8030516651
882,0.6749508256,595.3066281844
883,0.6214911258,548.7766640890
884,0.5526990407,488.5859519496
885,0.5012859188,443.6380381413
886,0.4916953592,435.6420882512
887,0.5285107241,468.7890122858
888,0.5942968654,527.7356165114
889,0.6578875999,584.8620762902
890,0.6891756536,613.3663317225
891,0.6733851131,599.9861357788
892,0.6180623567,551.3116221836
893,0.5494820925,490.6875086052
894,0.5001846648,447.1650903432
895,0.4935587189,441.7350534261
896,0.5327734615,477.3650215451
897,0.5992945798,537.5672380742
898,0.6616740375,594.1832856887
899,0.6904414327,620.7068479929
900,0.6720443507,604.8399156159
901,0.6152455403,554.3362318274
902,0.5469614948,493.3592683009
903,0.4995231102,451.0693685434
904,0.4953903982,447.8329199318
905,0.5365472457,485.5752573947
906,0.6035804747,546.8439100636
907,0.6648659775,603.0334415977
908,0.6915114923,627.8924349908
909,0.6709943773,609.9338889623
910,0.6130591823,557.8838559009
911,0.5451017839,496.5877251355
912,0.4992308650,455.2985488839
913,0.4971197344,453.8703175213
914,0.5397944090,493.3720898655
915,0.6071661565,555.5570332175
916,0.6675166908,611.4452887426
917,0.6924539388,634.9802618872
918,0.6702855975,615.3221785388
919,0.6115133097,561.9807316521
920,0.5438699816,500.3603830398
921,0.4992496188,459.8088989022
922,0.4986917416,459.7937857778
923,0.5424889071,500.7172612117
924,0.6100652257,563.7002685896
925,0.6696709751,619.4456519437
926,0.6933221725,642.0163317427
927,0.6699546638,621.0479733690
928,0.6106117806,566.6477324134
929,0.5432374056,504.6675497782
930,0.4995336208,464.5662673498
931,0.5000661017,465.5615406449
932,0.5446143790,507.5806012417
933,0.6122913755,571.2678532950
934,0.6713641905,627.0541538938
935,0.6941552638,649.0351716887
936,0.6700259387,627.1442786378
937,0.6103540758,571.9017690497
938,0.5431809227,509.5037054575
939,0.5000498326,469.5467928359
940,0.5012162130,471.1432402317
941,0.5461626138,513.9390196050
942,0.6138570408,578.2533324516
943,0.6726217217,634.2822835373
944,0.6949784296,656.0596375410
945,0.6705126880,633.6344901303
946,0.6107365899,577.7568140914
947,0.5436837140,514.8684771110
948,0.5007778413,474.7373935669
949,0.5021283580,476.5198117411
950,0.5471324291,519.7758076395
951,0.6147725526,584.6486975349
952,0.6734587926,641.1327705143
953,0.6958035434,663.1007768769
954,0.6714179798,640.5327527495
955,0.6117534462,584.2245411067
956,0.5447356126,520.7672456921
957,0.5017095958,480.1360831940
958,0.5028010237,481.6833806908
959,0.5475289556,525.0802683821
960,0.6150457508,590.4439207407
961,0.6738805765,647.5992339739
962,0.6966296408,670.1577144912
963,0.6727352854,647.8440798293
964,0.6133968653,591.3145781323
965,0.5463330614,527.2114042723
966,0.5028490065,485.7521402547
967,0.5032443895,486.6373246381
968,0.5473633079,529.8476820791
969,0.6146820193,595.6268766574
970,0.6738825647,653.6660877667
971,0.6974434018,677.2175431503
972,0.6744487913,655.5642251325
973,0.6156571204,599.0343781659
974,0.5484787244,534.2182775716
975,0.5042114271,491.6061414526
976,0.5034799755,491.3964560706
977,0.5466526151,534.0796049589
978,0.6136847090,600.1836453767
979,0.6734511724,659.3086977588
980,0.6982196129,684.2552206203
981,0.6765334488,663.6793132871
982,0.6185221110,607.3887129572
983,0.5511807774,541.8107041846
984,0.5058230208,497.7298524823
985,0.5035404290,495.9873226019
986,0.5454203755,537.7844901989
987,0.6120559210,604.0991940162
988,0.6725645750,664.4938000788
989,0.6989216290,691.2334910794
990,0.6789547956,672.1652476757
991,0.6219765890,616.3787996766
992,0.5544518900,550.0162748773
993,0.5077199946,504.1659545906
994,0.5034694132,500.4485967461
995,0.5436970965,540.9786110289
996,0.6097976260,607.3584355277
997,0.6711937822,669.1802008961
998,0.6995018690,698.1028652419
999,0.6816685967,680.9869280621
1000,0.6260010744,626.0010744169
1001,0.5583079060,558.8662139428
1002,0.5099476755,510.9675708983
1003,0.5033215474,504.8315120315
1004,0.5415211713,543.6872560084
1005,0.6069130982,609.9476637214
1006,0.6693039644,673.3197882324
1007,0.6999023920,704.8017087822
1008,0.6846203611,690.0973240371
1009,0.6305704982,636.2456327183
1010,0.5627662243,568.3938865833
1011,0.5125593908,518.1975440759
1012,0.5031623388,509.2002868936
1013,0.5389399359,545.9461550577
1014,0.6034086399,611.8563608600
1015,0.6668560529,676.8588937073
1016,0.7000556129,711.2565027546
1017,0.6877448034,699.4364650089
1018,0.6356526190,647.0943660957
1019,0.5678438806,578.6329143756
1020,0.5156151046,525.9274067377
1021,0.5030680340,513.6324626690
1022,0.5360108428,547.8030813634
1023,0.5992955701,613.0793682364
1024,0.6638086390,679.7400463281
1025,0.6998852218,717.3823523215
1026,0.6909653246,708.9304230891
1027,0.6412062662,658.5188354310
1028,0.5735553345,589.6148838233
1029,0.5191797653,534.2359785198
1030,0.5031253081,518.2190673242
1031,0.5328026756,549.3195585656
1032,0.5945924421,613.6194002120
1033,0.6601201943,681.9041607083
1034,0.6993073798,723.0838306743
1035,0.6941936055,718.4903817167
1036,0.6471794763,670.4779374564
1037,0.5799099716,601.3666405047
1038,0.5233213102,543.2075199968
1039,0.5034307053,523.0645027874
1040,0.5293967160,550.5725846603
1041,0.5893274426,613.4898677607
1042,0.6557516292,683.2931976263
1043,0.6982322654,728.2562527767
1044,0.6973294059,728.0118998007
1045,0.6535075976,682.9154395381
1046,0.5869093442,613.9071740750
1047,0.5281082849,552.9293742762
1048,0.5040897344,528.2860416763
1049,0.5258877637,551.6562641040
1050,0.5835409126,612.7179582821
1051,0.6506691958,683.8533247673
1052,0.6965660432,732.7874774841
1053,0.7002606817,737.3744978434
1054,0.6601114615,695.7574804663
1055,0.5945441876,627.2441179258
1056,0.5336070391,563.4890333351
1057,0.5052155250,534.0128098945
1058,0.5223848944,552.6832183176
1059,0.5772879077,611.3478942137
1060,0.6448477255,683.5385889975
1061,0.6942133228,736.5603354744
1062,0.7028641317,746.4417078309
1063,0.6668957296,708.9101605125
1064,0.6027912707,641.3699120621
1065,0.5398784780,574.9705790367
1066,0.5069269478,540.3841263688
1067,0.5190118305,553.7856231616
1068,0.5706406966,609.4442639830
1069,0.6382741701,682.3150878493
1070,0.6910801616,739.4557728640
1071,0.7050062943,755.0617412068
1072,0.6737475483,722.2573717614
1073,0.6116101667,656.2577088615
1074,0.5469743663,587.4504694183
1075,0.5093461133,547.5470717670
1076,0.5159067857,555.1157014463
1077,0.5636910731,607.0952856810
1078,0.6309513882,680.1655965009
1079,0.6870776505,741.3567848816
1080,0.7065453122,763.0689371598
1081,0.6805356599,735.6590483435
1082,0.6209400542,671.8571386113
1083,0.5549332136,600.9926702925
1084,0.5125951718,555.6531662271
1085,0.5132216415,556.8454810562
1086,0.5565523275,604.4158276158
1087,0.6229020857,677.0945671552
1088,0.6821260928,742.1531889955
1089,0.7073334753,770.2861545750
1090,0.6871101319,748.9500438171
1091,0.6306966951,688.0900943546
1092,0.5637757979,615.6431712599
1093,0.5167923641,564.8540539650
1094,0.5111203082,559.1656171637
1095,0.5493607053,601.5499722799
1096,0.6141727834,673.1333705857
1097,0.6761597548,741.7472510460
1098,0.7072206402,776.5282628964
1099,0.6933028818,761.9398671266
1100,0.6407697657,704.8467422944
1101,0.5735004308,631.4239742843
1102,0.5220472978,575.2961221265
1103,0.5097761315,562.2830730979
1104,0.5422761536,598.6728736003
1105,0.6048376430,668.3455955529
1106,0.6691321249,740.0601301127
1107,0.7060585973,781.6068671758
1108,0.6989291754,774.4135262994
1109,0.6510207509,721.9820126996
1110,0.5840781098,648.3267018553
1111,0.5284554674,587.1140242768
1112,0.5093682211,566.4174618560
1113,0.5354821426,595.9916247093
1114,0.5950019411,662.8321624248
1115,0.6610215672,737.0390474465
1116,0.7037064231,785.3363681315
1117,0.7037902746,786.1337367454
1118,0.6612816404,739.3128740161
1119,0.5954477565,666.3060394784
1120,0.5360920866,600.4231369585
1121,0.5100766034,571.7958723757
1122,0.5291843393,593.7448286842
1123,0.5848049379,656.7359452478
1124,0.6518371993,732.6650119750
1125,0.7000368059,787.5414066701
1126,0.7076773932,796.8447447118
1127,0.6713546902,756.6167358286
1128,0.6075117924,685.2733017865
1129,0.5450053602,615.3110516188
1130,0.5120761459,578.6460448851
1131,0.5236079154,592.2005522675
1132,0.5744218510,650.2455353717
1133,0.6416247580,726.9608508271
1134,0.6949432735,788.0656721256
1135,0.7103770853,806.2779918344
1136,0.6810135208,773.6313596606
1137,0.6201323569,705.0904897634
1138,0.5552093970,631.8282937638
1139,0.5155292546,587.1878210029
1140,0.5189932873,591.6523475428
1141,0.5640646138,643.5977243840
1142,0.6304721545,719.9992004908
1143,0.6883481744,786.7819633744
1144,0.7116781465,814.1597995647
1145,0.6900058294,790.0566746713
1146,0.6331285199,725.5652837901
1147,0.5666770401,649.9785649765
1148,0.5205774209,597.6228792049
1149,0.5155901256,592.4130542730
1150,0.5539810788,637.0782405769
1151,0.6185143498,711.9100166516
1152,0.6802111824,783.6032821627
1153,0.7113800335,820.2211786683
1154,0.6980579651,805.5588917645
1155,0.6462748809,746.4474873962
1156,0.5793329743,669.7089183211
1157,0.5273317858,610.1228761292
1158,0.5136495263,594.8061514580
1159,0.5444523284,631.0202485713
1160,0.6059371244,702.8870642513
1161,0.6705379934,778.4946103167
1162,0.7093027246,824.2097659562
1163,0.7048815802,819.7772777408
1164,0.6593019692,767.4274921362
1165,0.5930475524,690.9003985428
1166,0.5358629920,624.8162486813
1167,0.5134143234,599.1545154303
1168,0.5357877774,625.8001239963
1169,0.5929792656,693.1927615196
1170,0.6593887871,771.4848809602
1171,0.7052978278,825.9037563504
1172,0.7101824951,832.3338842630
1173,0.6718988628,788.1373660135
1174,0.6076318552,713.3597980536
1175,0.5461907137,641.7740885813
1176,0.5151076252,605.7665671800
1177,0.5283178017,621.8300526491
1178,0.5799326674,683.1606821794
1179,0.6468859245,762.6785049333
1180,0.6992606218,825.1275337822
1181,0.7136718194,842.8464186586
1182,0.6837184149,808.1551664134
1183,0.6228345632,736.8132882883
1184,0.5582733739,660.9956747437
1185,0.5189197936,614.9199554014
1186,0.5223837138,619.5470845275
1187,0.5671398314,673.1949798657
1188,0.6332202581,752.2656665646
1189,0.6911425673,821.7685125197
1190,0.7150792357,850.9442905170
1191,0.6943854183,827.0130332156
1192,0.6383412514,760.9027717005
1193,0.5719986852,682.3944314055
1194,0.5249942405,626.8431231187
1195,0.5183250249,619.3984047341
1196,0.5549882946,663.7660003444
1197,0.6186553634,740.5304699755
1198,0.6809636794,815.7944879772
1199,0.7141681966,856.2876676819
1200,0.7035079322,844.2095186003
1201,0.6537767265,785.1858485127
1202,0.5871757566,705.7852594490
1203,0.5334125855,641.6953403203
1204,0.5164640953,621.8227706890
1205,0.5439015794,655.4014031643
1206,0.6035289496,727.8559131702
1207,0.6688240046,807.2705735037
1208,0.7107525903,858.5891290408
1209,0.7106918514,859.2264483830
1210,0.6687109827,809.1402890943
1211,0.6035296033,730.8743495370
1212,0.5441799044,659.5460441102
1213,0.5170884669,627.2283103893
1214,0.5343263897,648.6722371061
1215,0.5882507075,714.7246095835
1216,0.6549133076,796.3745820333
1217,0.7047142280,857.6372154184
1218,0.7155586039,871.5503795590
1219,0.6826692632,832.1738318606
1220,0.6206989424,757.2527097732
1221,0.5572109728,680.3545978137
1222,0.5204314052,635.9671771906
1223,0.5267159554,644.1736134429
1224,0.5732959022,701.7141843174
1225,0.6395179740,783.4095181510
1226,0.6960202816,853.3208652871
1227,0.7177656221,880.6984182625
1228,0.6951465580,853.6399732250
1229,0.6382381661,784.3947061763
1230,0.5723185709,703.9518422509
1231,0.5266514254,648.3079046368
1232,0.5215096626,642.4999042761
1233,0.5591941314,689.4863639954
1234,0.6230240684,768.8117004380
1235,0.6847395923,845.6533964829
1236,0.7170289607,886.2477954508
1237,0.7056266519,872.8601684465
1238,0.6556243120,811.6628982986
1239,0.5892050377,730.0250417096
1240,0.5358118430,664.4066852668
1241,0.5191093967,644.2147612983
1242,0.5465128602,678.7689724107
1243,0.6059154967,753.1529623434
1244,0.6710565778,834.7943827870
1245,0.7131471289,887.8681754369
1246,0.7136055482,889.1525130494
1247,0.6722697129,838.3203319810
1248,0.6074583293,758.1079949808
1249,0.5478616393,684.2791874500
1250,0.5198533577,649.8166971804
1251,0.5358356136,670.3303525851
1252,0.5887663021,737.1354102661
1253,0.6552813293,821.0675055734
1254,0.7060248920,885.3552145900
1255,0.7186187440,901.8665237553
1256,0.6875407692,863.5512060615
1257,0.6265538232,787.5781557431
1258,0.5626191523,707.7748935984
1259,0.5239884687,659.7014821479
1260,0.5277350530,664.9461667281
1261,0.5722263103,721.5773772638
1262,0.6378544149,804.9722716393
1263,0.6956955053,878.6634231869
1264,0.7202714358,910.4230948515
1265,0.7007829602,886.4904446896
1266,0.6458629959,817.6625528553
1267,0.5797602632,734.5562534742
1268,0.5316428678,674.1231563466
1269,0.5227415894,663.3590769832
1270,0.5569996247,707.3895234169
1271,0.6193449397,787.1874183509
1272,0.6823395842,867.9359511564
1273,0.7182702996,914.3580914165
1274,0.7113517857,906.2621750257
1275,0.6646698727,847.4540876453
1276,0.5988128163,764.0851535849
1277,0.5428003187,693.1560069951
1278,0.5213086603,666.2324678781
1279,0.5438158841,695.5405157037
1280,0.6004405599,768.5639166679
1281,0.6662986461,853.5285656832
1282,0.7124550614,913.3673887218
1283,0.7186488205,922.0264367037
1284,0.6821957830,875.9393853993
1285,0.6191589572,795.6192600077
1286,0.5572786621,716.6603594258
1287,0.5237763076,674.1001078268
1288,0.5333947022,687.0123764246
1289,0.5819284474,750.1057687226
1290,0.6480812941,836.0248693888
1291,0.7028276725,907.3505251416
1292,0.7221614975,933.0326548252
1293,0.6976324634,902.0387751684
1294,0.6400468700,828.2206497774
1295,0.5747146134,744.2554243177
1296,0.5303351988,687.3144175949
1297,0.5264043251,682.7464096022
1298,0.5646666478,732.9373088456
1299,0.6283601073,816.2397793822
1300,0.6895765885,896.4495650184
1301,0.7215046353,938.6775305440
1302,0.7101829214,924.6581636592
1303,0.6606130181,860.7787626476
1304,0.5945572577,775.3026640891
1305,0.5409936840,705.9967575788
1306,0.5234162099,683.5815701790
1307,0.5495458847,718.2564712831
1308,0.6079575730,795.2085054858
1309,0.6730934608,881.0793401957
1310,0.7164611451,938.5641000509
1311,0.7191087512,942.7515728402
1312,0.6799154339,892.0490492290
1313,0.6160724460,808.9031215679
1314,0.5555508273,729.9937870793
1315,0.5248579317,690.1881801556
1316,0.5374426149,707.2744811798
1317,0.5878198769,774.1587779236
1318,0.6539795397,861.9450333427
1319,0.7070188483,932.5578608798
1320,0.7237817941,955.3919682259
1321,0.6969778575,920.7077497665
1322,0.6383599318,843.9118298144
1323,0.5735785333,758.8443995480
1324,0.5309674809,703.0009447102
1325,0.5291650036,701.1436297262
1326,0.5689780638,754.4649126296
1327,0.6330393085,840.0431623982
1328,0.6933999684,920.8351579832
1329,0.7237372336,961.8467834891
1330,0.7108436252,945.4220215530
1331,0.6603844791,878.9717416823
1332,0.5944158438,791.7619039936
1333,0.5417525755,722.1561831048
1334,0.5253944171,700.8761523527
1335,0.5524969844,737.5834742335
1336,0.6112593528,816.6424953969
1337,0.6760797062,903.9185672428
1338,0.7187244712,961.6533424267
1339,0.7206371806,964.9331847820
1340,0.6810213068,912.5685511558
1341,0.6171781599,827.6359124235
1342,0.5569589779,747.4389483809
1343,0.5266259502,707.2586511089
1344,0.5394135260,724.9717789875
1345,0.5897712437,793.2423227482
1346,0.6557904321,882.6939216352
1347,0.7087515308,954.6883120378
1348,0.7256300111,978.1492550193
1349,0.6991151421,943.1063267366
1350,0.6407835017,865.0577272772
1351,0.5760519166,778.2461393840
1352,0.5331123282,720.7678676679
1353,0.5306668218,717.9922098879
1354,0.5697982753,771.5068647127
1355,0.6335084866,858.4039993086
1356,0.6941183856,941.2245308287
1357,0.7253067737,984.2412919006
1358,0.7135508701,969.0020815841
1359,0.6639969445,902.3718475563
1360,0.5982144708,813.5716803114
1361,0.5448161445,741.4947726113
1362,0.5270243672,717.8071881474
1363,0.5525872193,753.1763799277
1364,0.6104214205,832.6148175500
1365,0.6754345747,921.9681945218
1366,0.7194264794,982.7365708247
1367,0.7233323737,988.7953548555
1368,0.6854930650,937.7545128693
1369,0.6223661369,852.0192414272
1370,0.5613757090,769.0847212665
1371,0.5290091239,725.2715088833
1372,0.5393277699,739.9577002698
1373,0.5878747276,807.1520009499
1374,0.6536168799,898.0695930278
1375,0.7080729888,973.6003596131
1376,0.7276647634,1001.2667144170
1377,0.7039346535,969.3180178187
1378,0.6472037113,891.8467141338
1379,0.5820896750,802.7016618217
1380,0.5368336335,740.8304141914
1381,0.5310639567,733.3993242432
1382,0.5672987076,784.0068139324
1383,0.6298637034,871.1015018030
1384,0.6916888404,957.2973551236
1385,0.7260339379,1005.5570039532
1386,0.7180641808,995.2369545554
1387,0.6712651020,931.0446965074
1388,0.6059250039,841.0239053903
1389,0.5503477491,764.4330235682
1390,0.5286033606,734.7586712740
1391,0.5501179725,765.2140996977
1392,0.6056041804,843.0010190755
1393,0.6710867229,934.8238049472
1394,0.7182764573,1001.2773815354
1395,0.7268026863,1013.8897474038
1396,0.6930147707,967.4486199549
1397,0.6315516479,882.2776521385
1398,0.5690066787,795.4713368396
1399,0.5324313028,744.8713925664
1400,0.5376481470,752.7074058379
1401,0.5824219311,815.9731254602
1402,0.6474337961,907.7021821536
1403,0.7046322123,988.5989938526
1404,0.7293490510,1024.0060675936
1405,0.7109473049,998.8809634159
